"ZCTA5CE10","AFFGEOID10","GEOID10","ALAND10","AWATER10","X","Y"
"35442","8600000US35442","35442","610213891","10838694",-88.1935912300,33.0737054510
"85365","8600000US85365","85365","-2147483648","9766486",-114.1504225600,33.0787288410
"71973","8600000US71973","71973","204670474","1264709",-94.3171930850,34.2996096820
"95445","8600000US95445","95445","221559097","7363179",-123.4957329300,38.8329562160
"06870","8600000US06870","06870","5945321","3841130",-73.5696969290,41.0290807790
"19964","8600000US19964","19964","24601672","124382",-75.7232904280,39.0906659290
"32233","8600000US32233","32233","26427514","8163517",-81.4211086350,30.3584989220
"90401","8600000US90401","90401","2199165","439378",-118.4925493600,34.0154645270
"30817","8600000US30817","30817","498860155","105853904",-82.4359557600,33.7738126360
"30458","8600000US30458","30458","378422575","12351325",-81.8255840710,32.3986527970
"83285","8600000US83285","83285","821212712","46478529",-111.2872854000,43.0983576180
"83467","8600000US83467","83467","1962840685","5640216",-113.8991906300,45.0096834330
"83501","8600000US83501","83501","699561258","14347568",-116.8962978400,46.2069150710
"83452","8600000US83452","83452","342999588","1202320",-111.2195906300,43.8366497420
"89832","8600000US89832","89832","343449017","2734214",-116.1657531800,41.9865211250
"60034","8600000US60034","60034","67280214","0",-88.4194490930,42.4562083820
"95370","8600000US95370","95370","267223040","12588013",-120.3488368800,37.9845999770
"70643","8600000US70643","70643","876305879","322701684",-92.7896785840,29.7920934640
"47982","8600000US47982","47982","360426","0",-87.5270565220,40.1973262910
"71263","8600000US71263","71263","537098319","1291791",-91.4256480610,32.8689207540
"04605","8600000US04605","04605","736875863","124235227",-68.4171258320,44.6748322630
"46738","8600000US46738","46738","67610229","224605",-85.1368645640,41.3217355630
"60402","8600000US60402","60402","13646766","144650",-87.7913915940,41.8346890150
"04945","8600000US04945","04945","-2147483648","81471733",-70.2339271230,45.7629472390
"66412","8600000US66412","66412","125977765","297949",-96.7791237840,39.9119119440
"49707","8600000US49707","49707","559605896","108222456",-83.4964673310,45.0915965580
"39096","8600000US39096","39096","510750082","22592570",-91.1157223650,31.8254830340
"52501","8600000US52501","52501","584488181","6902331",-92.4315051550,41.0357408020
"64498","8600000US64498","64498","193703957","0",-95.3219604710,40.5395755810
"59842","8600000US59842","59842","331776653","291591",-115.4178355500,47.3537197480
"59522","8600000US59522","59522","-2147483648","9368264",-111.0032407300,48.5416496320
"01535","8600000US01535","01535","55084355","1754940",-72.0779474510,42.2695008680
"89040","8600000US89040","89040","1351280600","251749842",-114.5386021200,36.3580858700
"71068","8600000US71068","71068","372596393","17691583",-93.3218247140,32.2836793680
"48006","8600000US48006","48006","185042707","967838",-82.6964745050,43.0753939960
"63775","8600000US63775","63775","903873923","10522394",-89.8813829560,37.7139372880
"64105","8600000US64105","64105","1950215","220454",-94.5910144160,39.1046984160
"12832","8600000US12832","12832","208196747","1643260",-73.3179750510,43.3707195450
"07057","8600000US07057","07057","2546727","126773",-74.1067387850,40.8534892070
"43504","8600000US43504","43504","39707999","0",-83.8367365650,41.6958521510
"13421","8600000US13421","13421","108806376","211866",-75.6446266350,43.0652213860
"97031","8600000US97031","97031","300980017","11629466",-121.5454607300,45.6247041370
"10456","8600000US10456","10456","2635672","0",-73.9081534200,40.8300311290
"65793","8600000US65793","65793","694727263","999801",-91.9721036910,36.9924916520
"02916","8600000US02916","02916","6580498","1038921",-71.3520284750,41.8444795720
"38873","8600000US38873","38873","218240816","12145083",-88.2494142600,34.6580157450
"28306","8600000US28306","28306","177888344","2457841",-78.8955150900,34.9587583890
"37148","8600000US37148","37148","353951280","471931",-86.5018498290,36.5739311620
"38041","8600000US38041","38041","260331415","11922298",-89.7045942810,35.6437173410
"78382","8600000US78382","78382","260859647","176870865",-97.0508133460,28.1438876600
"75501","8600000US75501","75501","246561153","19014793",-94.1314229790,33.3736485740
"78521","8600000US78521","78521","241289353","72198750",-97.3216768630,25.9503753180
"05354","8600000US05354","05354","50443846","1481823",-72.5259679870,42.7622578530
"17202","8600000US17202","17202","308313441","89717",-77.6775038070,39.9213841930
"15226","8600000US15226","15226","6561889","0",-80.0139840800,40.3951513940
"99118","8600000US99118","99118","510507444","0",-118.6389973900,48.8965839320
"25425","8600000US25425","25425","104200957","3267897",-77.7868670790,39.2949464820
"26521","8600000US26521","26521","5814895","75507",-80.2263701120,39.7142825750
"17029","8600000US17029","17029","3536349","147750",-77.6219647230,40.5545117660
"54874","8600000US54874","54874","381407889","5067897",-91.9436817360,46.5663000490
"36545","8600000US36545","36545","1029785333","24503262",-87.8743372030,31.4893994000
"36092","8600000US36092","36092","338630186","13108435",-86.1933358360,32.6180177410
"35046","8600000US35046","35046","348632110","20101296",-86.5450393550,32.9228499980
"36474","8600000US36474","36474","475228268","1609848",-86.6198144410,31.4268214860
"36115","8600000US36115","36115","1534229","0",-86.2467576240,32.4068093750
"36759","8600000US36759","36759","496404028","2802365",-87.2855357110,32.4224254160
"35229","8600000US35229","35229","444225","2875",-86.7893169710,33.4654853630
"99738","8600000US99738","99738","-2147483648","152352362",-142.1835365900,65.2091625620
"85324","8600000US85324","85324","759233877","0",-112.0442560000,34.1191645900
"85545","8600000US85545","85545","1010498901","47320431",-111.1248644400,33.5455579260
"71638","8600000US71638","71638","601004882","12336149",-91.4805547970,33.5192913350
"71720","8600000US71720","71720","386878533","189757",-92.6482518870,33.7810244410
"72542","8600000US72542","72542","410807713","2254617",-91.4716045190,36.3039051010
"72322","8600000US72322","72322","4990083","0",-90.8221183990,35.0649903760
"72031","8600000US72031","72031","772123707","10599990",-92.5256760820,35.6134539150
"72457","8600000US72457","72457","517398","0",-91.0681116270,36.0888715790
"94089","8600000US94089","94089","15517481","31508",-122.0140391500,37.4115388560
"95429","8600000US95429","95429","103509122","410281",-123.2960051900,39.7274415250
"92277","8600000US92277","92277","-2147483648","53327",-115.6221858600,34.2153136130
"95210","8600000US95210","95210","17148387","187398",-121.2987688800,38.0303891090
"96047","8600000US96047","96047","533254349","780542",-122.6639615000,40.4643012070
"95020","8600000US95020","95020","404060346","2310059",-121.5499366400,37.0142473330
"93534","8600000US93534","93534","45949584","1026721",-118.1511946100,34.7156453120
"96056","8600000US96056","96056","873687175","12194941",-121.2831061400,41.0237020230
"96013","8600000US96013","96013","595068406","7211210",-121.6863909200,41.0015009100
"96027","8600000US96027","96027","1233598447","4432252",-123.0687902700,41.3838895990
"95819","8600000US95819","95819","8771153","423003",-121.4397279700,38.5697292300
"81652","8600000US81652","81652","230513515","1585104",-107.6562292700,39.4853453680
"80013","8600000US80013","80013","36222097","0",-104.7657029000,39.6613867010
"80293","8600000US80293","80293","15517","0",-104.9899352000,39.7462536040
"81401","8600000US81401","81401","604891423","440629",-107.7584686100,38.4871693640
"80623","8600000US80623","80623","1721930","0",-104.7822301800,40.2853349640
"06389","8600000US06389","06389","327155","0",-72.1292777330,41.5642047580
"06353","8600000US06353","06353","579888","392780",-72.1411367910,41.4581573320
"20204","8600000US20204","20204","14638","0",-77.0144277820,38.8855571120
"32133","8600000US32133","32133","914496","0",-81.9092887370,29.0202155240
"33916","8600000US33916","33916","26524974","3820988",-81.8391303030,26.6343642930
"31001","8600000US31001","31001","453381344","7697153",-83.3406544350,31.9754824710
"31539","8600000US31539","31539","699047056","10380156",-82.6080511050,31.8264985550
"30457","8600000US30457","30457","458067508","6928238",-82.5676072930,32.4004131820
"30021","8600000US30021","30021","9160344","40492",-84.2381206190,33.8081749570
"96863","8600000US96863","96863","73298","0",-157.7623214200,21.4484493730
"96743","8600000US96743","96743","961758015","36624622",-155.6864553200,19.9751141650
"83823","8600000US83823","83823","405497541","275950",-116.5154823500,46.8061893500
"83677","8600000US83677","83677","922666379","2429367",-115.5330927500,45.0802406390
"83209","8600000US83209","83209","1717137","0",-112.4262913400,42.8577739840
"83615","8600000US83615","83615","202096167","22606602",-116.0519473200,44.7168556110
"60630","8600000US60630","60630","12365866","3028",-87.7571797720,41.9721380750
"62289","8600000US62289","62289","534704","0",-89.7516349770,38.5969137460
"62517","8600000US62517","62517","324586","31153",-89.4315481140,39.5912736020
"46151","8600000US46151","46151","530627383","9809236",-86.4305032150,39.4479769140
"47274","8600000US47274","47274","547433458","5577401",-85.9309730050,38.9658094030
"46310","8600000US46310","46310","173288776","837897",-87.2317828590,41.1840786460
"47958","8600000US47958","47958","1112790","0",-87.1424871440,40.1641778110
"46068","8600000US46068","46068","117251737","0",-86.1158293770,40.3769527550
"50101","8600000US50101","50101","25431218","0",-93.6347245280,42.6673032960
"50105","8600000US50105","50105","20560449","0",-93.6373504380,42.1102674750
"51238","8600000US51238","51238","118846014","9457",-95.8946459440,43.0766668970
"51461","8600000US51461","51461","130099928","96174",-95.4810076860,42.1698210640
"66612","8600000US66612","66612","2660730","0",-95.6803985370,39.0405188800
"40701","8600000US40701","40701","372316185","20368432",-84.1635409850,36.9195692460
"42539","8600000US42539","42539","548898777","1960417",-84.9538579000,37.3038033830
"40013","8600000US40013","40013","205723237","3120545",-85.4676786470,37.9389483100
"40231","8600000US40231","40231","216374","0",-85.6949808140,38.1949828830
"40962","8600000US40962","40962","960986619","2981229",-83.7406117330,37.1458691780
"41749","8600000US41749","41749","240250153","5620382",-83.4100971190,37.1976563820
"42322","8600000US42322","42322","156371","0",-87.3952957780,37.6136764250
"42337","8600000US42337","42337","128093956","5073521",-87.0107636500,37.2271958410
"40339","8600000US40339","40339","326338","124",-84.6442389540,37.9419137520
"71486","8600000US71486","71486","262400370","5486939",-93.6181800610,31.6493175000
"71340","8600000US71340","71340","298883051","14977779",-91.8106962560,31.7691945580
"70047","8600000US70047","70047","27858221","230951",-90.3658949980,29.9695359610
"70546","8600000US70546","70546","391938216","2900596",-92.6677637130,30.2651995980
"71424","8600000US71424","71424","149701808","517808",-92.6721864390,31.1852171860
"04488","8600000US04488","04488","90623365","4290016",-69.1114308010,44.8758610740
"04071","8600000US04071","04071","96078735","16779982",-70.4507913780,43.9283929140
"04921","8600000US04921","04921","122909305","2002881",-69.1334750850,44.5709081280
"04057","8600000US04057","04057","142741","0",-70.6989742030,44.1017098220
"04973","8600000US04973","04973","97677740","3614078",-69.1930544750,44.3622496000
"02584","8600000US02584","02584","174589","0",-70.0073485300,41.2588165390
"02145","8600000US02145","02145","3615597","229489",-71.0895131220,42.3920349010
"48334","8600000US48334","48334","23273573","33221",-83.3494560320,42.5066706670
"49619","8600000US49619","49619","162464530","2588700",-85.9818521950,44.3026223140
"48893","8600000US48893","48893","132911969","5788034",-84.9778816820,43.6829988490
"49903","8600000US49903","49903","480152661","8533463",-88.4299598570,46.3281257440
"48309","8600000US48309","48309","40028192","41084",-83.1836752250,42.6586388350
"56434","8600000US56434","56434","38702180","0",-94.9346069650,46.3385300980
"55085","8600000US55085","55085","2114021","22641",-92.9629273710,44.6726610860
"56469","8600000US56469","56469","708459380","18859443",-93.5459544220,46.7790969750
"55734","8600000US55734","55734","257233678","16346355",-92.4724043780,47.3576137060
"38702","8600000US38702","38702","6294004","331989",-91.1794981260,33.5361020690
"39653","8600000US39653","39653","568819147","6129766",-90.8661959860,31.4618298720
"38632","8600000US38632","38632","439711782","29899842",-90.0077450660,34.8003350330
"38843","8600000US38843","38843","511044705","13757506",-88.3756421240,34.2649783130
"38920","8600000US38920","38920","146290549","821297",-90.0653664160,33.8763567130
"39203","8600000US39203","39203","5878555","0",-90.2003517900,32.3087830870
"39425","8600000US39425","39425","499000416","170065",-89.0795873630,31.0591198760
"65401","8600000US65401","65401","685129390","2348189",-91.7653411380,37.9046390130
"64040","8600000US64040","64040","443881851","2068114",-93.9863649310,38.7215075240
"64128","8600000US64128","64128","7928289","21129",-94.5346247420,39.0655743860
"65248","8600000US65248","65248","437397164","4255327",-92.6559884000,39.1408758140
"65441","8600000US65441","65441","454309859","628784",-91.1561914320,38.0895969680
"65706","8600000US65706","65706","465332382","1092760",-92.8955800730,37.3235878760
"59087","8600000US59087","59087","-2147483648","47655636",-108.2116029500,47.1323806240
"59460","8600000US59460","59460","718405141","6220390",-110.5084134200,48.0876069670
"68653","8600000US68653","68653","149561539","334991",-97.4852872050,41.5552312700
"89823","8600000US89823","89823","983655657","1204105",-115.2744736300,41.0047600200
"03279","8600000US03279","03279","118545901","1098089",-71.8813897350,43.9431835690
"03752","8600000US03752","03752","58119026","238931",-72.1152250650,43.2892060850
"08078","8600000US08078","08078","5199995","148766",-75.0744720830,39.8521065490
"08353","8600000US08353","08353","3116143","1564",-75.2969527710,39.4595447750
"07063","8600000US07063","07063","4636134","11990",-74.4460989640,40.6051427460
"87565","8600000US87565","87565","125217512","0",-105.4928111100,35.4559910460
"88354","8600000US88354","88354","316196385","159010",-105.5145740200,32.7436186120
"88310","8600000US88310","88310","1106637235","1273742",-106.0057037900,32.7007679670
"88321","8600000US88321","88321","-2147483648","76954",-105.4487725500,34.7622288510
"88119","8600000US88119","88119","-2147483648","28443770",-104.4079856300,34.3230327730
"10003","8600000US10003","10003","1493004","0",-73.9891116910,40.7318022920
"14854","8600000US14854","14854","58950","0",-76.6148034200,42.5065094380
"10282","8600000US10282","10282","179389","55392",-74.0149837780,40.7168021080
"12210","8600000US12210","12210","2324314","14749",-73.7581717980,42.6601538600
"13331","8600000US13331","13331","208930520","12099576",-74.9004233050,43.8429679250
"12172","8600000US12172","12172","1144099","0",-73.7392948500,42.2886643800
"11233","8600000US11233","11233","3493430","0",-73.9200157660,40.6783303150
"10171","8600000US10171","10171","12470","0",-73.9738583260,40.7558993470
"10311","8600000US10311","10311","121555","0",-74.1795982510,40.6052380210
"11221","8600000US11221","11221","3582803","0",-73.9278574430,40.6913928980
"28334","8600000US28334","28334","414866754","3998968",-78.5698911180,35.2684824430
"28169","8600000US28169","28169","1450978","0",-81.4293103470,35.3584363060
"27278","8600000US27278","27278","262556156","2234207",-79.0861736980,36.0860105420
"28325","8600000US28325","28325","2203868","0",-78.1042015510,35.1539233460
"28472","8600000US28472","28472","469545124","1646985",-78.6891710060,34.3070514220
"27841","8600000US27841","27841","684051","0",-77.2762357540,35.9085552720
"58770","8600000US58770","58770","642915193","73413702",-102.1579291600,47.8844033780
"45410","8600000US45410","45410","5774099","0",-84.1580937370,39.7480247110
"45363","8600000US45363","45363","60470466","120637",-84.3989318750,40.2404840970
"44274","8600000US44274","44274","1119755","0",-81.7326626910,41.0983473510
"43317","8600000US43317","43317","521641","17947",-82.6818138340,40.4772428990
"43750","8600000US43750","43750","2801860","7766",-81.5094796770,39.9935960590
"43782","8600000US43782","43782","31955706","248956",-82.2173206660,39.6184235890
"97498","8600000US97498","97498","256317103","8014389",-124.0200918200,44.2848501540
"74459","8600000US74459","74459","4091050","0",-95.4922185270,35.5342747510
"97023","8600000US97023","97023","330220868","2345069",-122.2261043100,45.2353330250
"97321","8600000US97321","97321","174994421","4723046",-123.1332792900,44.6519301300
"97701","8600000US97701","97701","1756496834","13591175",-121.3310586800,44.0148556450
"97374","8600000US97374","97374","332305710","432643",-122.7839656900,44.6926967830
"97834","8600000US97834","97834","540420827","640758",-117.1891430900,44.9686445350
"97868","8600000US97868","97868","1145569551","103091",-118.8713436800,45.4117600530
"97057","8600000US97057","97057","1737608","0",-120.7498953300,45.0027591930
"18917","8600000US18917","18917","1509625","1078",-75.2040956680,40.3730522680
"17104","8600000US17104","17104","6955035","1794170",-76.8626520500,40.2548324670
"15737","8600000US15737","15737","457987","0",-78.7577805050,40.6051666000
"18413","8600000US18413","18413","2318766","0",-75.5894721500,41.6481719400
"16823","8600000US16823","16823","332302035","200986",-77.7730321500,40.9376888860
"16848","8600000US16848","16848","989734","57311",-77.5363646510,41.0112364160
"15046","8600000US15046","15046","5432687","546096",-80.2286049380,40.5562826190
"15055","8600000US15055","15055","1747500","34067",-80.1226523210,40.3063944380
"19477","8600000US19477","19477","132205","0",-75.2331396570,40.1836056750
"15638","8600000US15638","15638","461824","0",-79.3989198280,40.2643711290
"17861","8600000US17861","17861","373434","595",-77.0832910100,40.7723360050
"15421","8600000US15421","15421","561967","0",-79.5971798920,39.8458909110
"29691","8600000US29691","29691","177603455","914974",-83.0860571910,34.7836161900
"29560","8600000US29560","29560","418528991","229733",-79.7477163440,33.8343000160
"29591","8600000US29591","29591","187607100","100371",-79.7624131280,33.9384034520
"29202","8600000US29202","29202","24160","0",-81.0310031410,33.9935641730
"29160","8600000US29160","29160","303689804","3095177",-81.0417455920,33.7439528870
"29437","8600000US29437","29437","241230565","679500",-80.4226396660,33.1417760470
"37862","8600000US37862","37862","217607265","0",-83.6124962580,35.7780356170
"37887","8600000US37887","37887","238190759","11088",-84.5847572340,36.0966682520
"37309","8600000US37309","37309","98342421","4872902",-84.7375788180,35.3033488030
"37821","8600000US37821","37821","325468026","17948954",-83.1948291000,35.9762238320
"37050","8600000US37050","37050","131418586","4668343",-87.6306043510,36.3728610230
"37185","8600000US37185","37185","599079912","39879595",-87.8380082040,36.0696795150
"37166","8600000US37166","37166","400911308","29623259",-85.7892956440,35.9246117810
"57630","8600000US57630","57630","28417455","0",-100.9055428700,45.4391655690
"37183","8600000US37183","37183","206237471","265212",-86.3089195400,35.5028867060
"37871","8600000US37871","37871","102913990","2211947",-83.6788227880,36.0493420100
"38425","8600000US38425","38425","275459850","7874323",-87.9481377890,35.4058646380
"37327","8600000US37327","37327","523661332","446093",-85.4058522710,35.4227595620
"37074","8600000US37074","37074","265346388","4261146",-86.1442838460,36.4189779540
"75494","8600000US75494","75494","588391376","11821218",-95.2623339920,32.9093457730
"75472","8600000US75472","75472","164863647","46949323",-95.8779675440,32.8859300820
"77541","8600000US77541","77541","315149629","67587287",-95.3111315820,29.0269141620
"76446","8600000US76446","76446","1085564343","10293928",-98.3494298570,32.0752670260
"78881","8600000US78881","78881","634475161","3000797",-99.5296829120,29.3870099230
"75949","8600000US75949","75949","511797863","55313143",-94.5194327980,31.2314372500
"76305","8600000US76305","76305","567423941","2113591",-98.3938261350,33.9994500560
"78361","8600000US78361","78361","-2147483648","1026056",-98.7867497100,27.1043465110
"75604","8600000US75604","75604","121744233","976820",-94.8278339030,32.5096360620
"77856","8600000US77856","77856","1018407824","6377773",-96.4238478210,31.0733243180
"84537","8600000US84537","84537","242516407","28565",-111.1980209800,39.3297157120
"84624","8600000US84624","84624","1267995840","2461966",-112.8398703800,39.4075528330
"84628","8600000US84628","84628","53356256","0",-112.2057577800,39.9734086440
"84528","8600000US84528","84528","454350816","1322048",-111.0785729200,39.4095653880
"84003","8600000US84003","84003","149743020","177362",-111.7191648400,40.4601690410
"84648","8600000US84648","84648","401615891","0",-111.8644595800,39.6858537190
"05850","8600000US05850","05850","1049966","20883",-72.0174888760,44.5416258060
"05492","8600000US05492","05492","42649251","148376",-72.7542075070,44.7166009060
"24256","8600000US24256","24256","150711962","2864336",-82.2817294550,37.2206127140
"23837","8600000US23837","23837","274825902","1214214",-77.0850303550,36.7524478930
"24651","8600000US24651","24651","406936422","620165",-81.5041612010,37.0766708830
"22657","8600000US22657","22657","159660456","3382488",-78.3723105310,39.0054679920
"22980","8600000US22980","22980","192533846","1313530",-78.8851408260,38.0956326990
"20175","8600000US20175","20175","161748632","1922612",-77.6007039290,39.0592714700
"75962","8600000US75962","75962","687979","0",-94.6470761060,31.6198634590
"24085","8600000US24085","24085","454895538","4826258",-79.8237882900,37.6774971340
"23009","8600000US23009","23009","201252038","2213090",-77.1873625500,37.8138517460
"24066","8600000US24066","24066","416223898","3404758",-79.6792054790,37.5384723190
"98408","8600000US98408","98408","8757849","113481",-122.4464652700,47.1980164810
"24836","8600000US24836","24836","98391369","251976",-81.5534648890,37.3325906730
"24844","8600000US24844","24844","146436324","792787",-81.8046484930,37.4624105590
"24726","8600000US24726","24726","95381982","290915",-81.3565170760,37.5197090480
"98007","8600000US98007","98007","11352032","25498",-122.1437910500,47.6144270790
"25849","8600000US25849","25849","1311305","0",-81.2797286140,37.7299638960
"25628","8600000US25628","25628","5504749","30325",-81.8621574330,37.7660175840
"26419","8600000US26419","26419","96882602","516966",-80.6651345840,39.5535121550
"24737","8600000US24737","24737","270578","3925",-81.2497133600,37.3530090760
"53953","8600000US53953","53953","6425486","0",-89.4682932220,43.7725427980
"54501","8600000US54501","54501","946813047","66058314",-89.3450129410,45.6530311970
"54214","8600000US54214","54214","739429","0",-87.7127307720,44.1973699310
"82941","8600000US82941","82941","1123572696","40071109",-109.9541070600,43.0400526190
"82730","8600000US82730","82730","1631430125","1777137",-104.6988881500,44.0432883600
"82443","8600000US82443","82443","-2147483648","5504868",-108.4714556300,43.7250822350
"00638","8600000US00638","00638","171055430","493328",-66.5150966240,18.2890425480
"00801","8600000US00801","00801","2875853","1354",-64.9750182070,18.3485594190
"98244","8600000US98244","98244","1264698938","12843977",-121.9544096700,48.8000529000
"24983","8600000US24983","24983","321969213","504825",-80.5261575890,37.5808935240
"59724","8600000US59724","59724","1514993511","89141",-112.7467893300,44.7097693070
"71751","8600000US71751","71751","203220753","1746590",-92.7669360060,33.4070248100
"35553","8600000US35553","35553","368905299","10172925",-87.3856896220,34.1206420240
"53557","8600000US53557","53557","14587210","459096",-88.7987943590,43.3422323760
"62949","8600000US62949","62949","4001697","68811",-89.1443841890,37.8278756390
"01074","8600000US01074","01074","220751","52379",-72.0941929720,42.3865640550
"83546","8600000US83546","83546","109088273","50178",-115.8173070700,46.5673915060
"31568","8600000US31568","31568","324118395","17902742",-81.8113754860,31.0082670080
"81038","8600000US81038","81038","299771","0",-103.1404253300,38.0791653330
"83808","8600000US83808","83808","481750368","1139778",-116.0702688900,47.3218627110
"59538","8600000US59538","59538","-2147483648","137498583",-107.8403912100,48.0729145370
"48242","8600000US48242","48242","18548718","341236",-83.3525767370,42.2120023340
"11547","8600000US11547","11547","1126461","54527",-73.6443510270,40.8307299000
"45899","8600000US45899","45899","801693","1035",-84.7746117410,40.8005483670
"28280","8600000US28280","28280","19577","0",-80.8430910640,35.2263317820
"43032","8600000US43032","43032","126538","0",-82.9588245070,40.3286082100
"10174","8600000US10174","10174","13224","0",-73.9750035000,40.7514410000
"10168","8600000US10168","10168","13211","0",-73.9771032140,40.7514484120
"98353","8600000US98353","98353","2078858","3000894",-122.4929373300,47.5388544560
"98570","8600000US98570","98570","307671346","91832",-122.6365144600,46.6382526210
"98533","8600000US98533","98533","311078902","571455",-122.4341404000,46.6712033070
"87823","8600000US87823","87823","154580196","0",-106.9487799900,34.1926871960
"53505","8600000US53505","53505","47697270","2673",-88.8190095530,42.6569095360
"35447","8600000US35447","35447","374193970","10602925",-88.1544952370,33.2566901170
"36904","8600000US36904","36904","587945330","2514735",-88.2585989420,32.1020237140
"85321","8600000US85321","85321","-2147483648","733072",-112.6542906300,32.2294426610
"92364","8600000US92364","92364","1332097198","0",-115.4261348700,35.3405719020
"95421","8600000US95421","95421","561075417","810418",-123.1931730900,38.6303511140
"06519","8600000US06519","06519","4330245","1446635",-72.9358710520,41.2952762270
"32097","8600000US32097","32097","343981084","26252723",-81.6296659990,30.6637944180
"33129","8600000US33129","33129","3498326","4463991",-80.2002843020,25.7528293450
"30738","8600000US30738","30738","222904698","255762",-85.4785211670,34.7966820740
"83873","8600000US83873","83873","535081918","852880",-115.8874089800,47.6127020640
"86025","8600000US86025","86025","1858487521","8278923",-110.0993969800,34.9378732760
"60043","8600000US60043","60043","1591015","0",-87.7145881620,42.0888568620
"45053","8600000US45053","45053","70254510","1674",-84.7805394830,39.3525127780
"32404","8600000US32404","32404","333621051","48225871",-85.5060848570,30.2009877800
"61534","8600000US61534","61534","142628032","0",-89.6661001350,40.4144790060
"41175","8600000US41175","41175","198917272","7538498",-82.9722753670,38.6513397880
"03579","8600000US03579","03579","1422591116","83244987",-71.0329481790,44.9686842480
"04673","8600000US04673","04673","7803067","671481",-68.6745448620,44.3096355100
"01337","8600000US01337","01337","96461580","158967",-72.5771080180,42.6950347120
"04758","8600000US04758","04758","91006825","191946",-67.8473145300,46.5542682250
"48750","8600000US48750","48750","248449596","30348672",-83.4542502860,44.4432390040
"38748","8600000US38748","38748","701964099","30807671",-90.9040456150,33.1490692740
"49946","8600000US49946","49946","703621463","67475200",-88.3164862290,46.7062800550
"49686","8600000US49686","49686","311438927","75012440",-85.5030395680,44.7357262850
"55037","8600000US55037","55037","791594044","9123962",-92.7755576320,46.0129796580
"02446","8600000US02446","02446","3333461","11996",-71.1216680930,42.3435529420
"39120","8600000US39120","39120","1232303895","66187436",-91.3540535840,31.5102378340
"63933","8600000US63933","63933","262547924","2692849",-90.1104379090,36.5284648100
"69337","8600000US69337","69337","1797676353","1311859",-103.0109017500,42.8265453820
"89043","8600000US89043","89043","-2147483648","1065054",-114.4721919900,38.2574166560
"55977","8600000US55977","55977","64010011","0",-92.6480681970,43.5557463750
"08087","8600000US08087","08087","129323876","17687865",-74.3754204290,39.5927879520
"08023","8600000US08023","08023","2601437","138261",-75.4975854290,39.6874051640
"10983","8600000US10983","10983","5267175","16676",-73.9483332250,41.0273566940
"28560","8600000US28560","28560","304195338","65656182",-76.9857167000,35.1342676350
"07849","8600000US07849","07849","19059418","5161788",-74.6099783950,40.9662290170
"10038","8600000US10038","10038","776339","0",-74.0030091170,40.7092306060
"08330","8600000US08330","08330","311386891","6010568",-74.7414775980,39.4761013030
"13692","8600000US13692","13692","706798","0",-76.0263719220,44.2887900280
"16140","8600000US16140","16140","446341","0",-80.5140932160,41.0953029060
"19106","8600000US19106","19106","2080499","1042723",-75.1429254500,39.9486683130
"78067","8600000US78067","78067","374029156","6581679",-99.3364551300,27.1326715840
"17884","8600000US17884","17884","1278765","11602",-76.6687602330,41.0555597300
"23176","8600000US23176","23176","11202695","8073713",-76.4214872450,37.5703861270
"19316","8600000US19316","19316","2306880","12894",-75.8364812450,40.0554605870
"15636","8600000US15636","15636","7678174","0",-79.6570366590,40.3653827870
"15662","8600000US15662","15662","424967","0",-79.4784820930,40.3343804780
"36728","8600000US36728","36728","234200134","3820726",-87.4794137670,32.1678803530
"82190","8600000US82190","82190","-2147483648","416437337",-110.5186015500,44.5746531590
"82938","8600000US82938","82938","456508743","76633646",-109.7201986000,41.1444171400
"35653","8600000US35653","35653","371390068","21032614",-87.8713154180,34.5168827060
"36782","8600000US36782","36782","524159655","1535853",-87.9185730430,32.1282210740
"35954","8600000US35954","35954","271436906","243442",-86.0600867630,34.0883855820
"35504","8600000US35504","35504","250852770","8380721",-87.1666968760,33.8926809780
"35151","8600000US35151","35151","439771121","19118626",-86.3720739070,33.0929920510
"36742","8600000US36742","36742","294597246","4829594",-87.7379940880,32.4642932440
"35481","8600000US35481","35481","307025805","1107449",-88.0373760960,33.3939880270
"35254","8600000US35254","35254","1107714","0",-86.8573836540,33.5161335380
"99556","8600000US99556","99556","917028389","537771",-151.4952690100,59.8678067490
"99780","8600000US99780","99780","-2147483648","68241261",-143.0763283300,63.1943087260
"85541","8600000US85541","85541","2027881542","953497",-111.3051996600,34.1948279470
"86323","8600000US86323","86323","367000046","99966",-112.4079231200,34.7747129270
"86320","8600000US86320","86320","-2147483648","63617",-112.6360604600,35.3537053490
"86326","8600000US86326","86326","140159047","0",-112.0236545900,34.6999562080
"85638","8600000US85638","85638","838889104","216342",-110.0508910700,31.7150687620
"71651","8600000US71651","71651","217884793","4572774",-92.2823006090,33.3176412770
"72335","8600000US72335","72335","412824085","7218986",-90.7567146130,34.9912995060
"71923","8600000US71923","71923","1024234945","22666660",-93.0460829850,34.0819904340
"71842","8600000US71842","71842","199766478","2286205",-94.2870526570,33.9017502460
"95206","8600000US95206","95206","375471879","20010156",-121.4213561100,37.9140985470
"93249","8600000US93249","93249","577893633","1373341",-119.8767361800,35.6883606020
"92036","8600000US92036","92036","462833810","110032",-116.4912110800,33.0213602220
"93932","8600000US93932","93932","260812563","548914",-121.0623168000,35.9915347050
"95604","8600000US95604","95604","1037384","0",-120.0715358600,39.2433554440
