"ZCTA5CE10","AFFGEOID10","GEOID10","ALAND10","AWATER10","X","Y"
"22610","8600000US22610","22610","133495503","1981052",-78.2794157740,38.8181198910
"55370","8600000US55370","55370","59327543","101436",-94.0389546190,44.7773444930
"60176","8600000US60176","60176","6862639","0",-87.8689074390,41.9581632490
"53704","8600000US53704","53704","58055914","2069388",-89.3473545560,43.1368638660
"53076","8600000US53076","53076","57485993","0",-88.2070714370,43.2683999320
"05821","8600000US05821","05821","90153952","2171935",-72.1095290150,44.3135645940
"53211","8600000US53211","53211","10108766","1923303",-87.8841521060,43.0824860010
"54437","8600000US54437","54437","308223451","2721057",-90.6383061780,44.7749735670
"54761","8600000US54761","54761","105943572","695487",-92.1800140500,44.6304982910
"03582","8600000US03582","03582","221100444","4204135",-71.4386662390,44.5955197610
"17967","8600000US17967","17967","75397520","448899",-76.2207682310,40.8555584820
"15425","8600000US15425","15425","144312197","1325934",-79.5565917670,40.0265181280
"32303","8600000US32303","32303","91911808","9916002",-84.3436292660,30.5143434400
"30236","8600000US30236","30236","83420727","4197288",-84.3242450740,33.5224467660
"53716","8600000US53716","53716","17016543","160814",-89.3140198320,43.0644390810
"54944","8600000US54944","54944","175455303","1870496",-88.6277617920,44.3250294760
"25705","8600000US25705","25705","30998113","402765",-82.3619116720,38.4056178650
"25915","8600000US25915","25915","23520706","37798",-81.2858769290,37.5990312840
"54732","8600000US54732","54732","285818179","8054395",-91.1725098080,45.1430592330
"54524","8600000US54524","54524","237029888","4317291",-90.3316541800,45.8456169340
"97835","8600000US97835","97835","487241640","0",-118.7866230200,45.9100132290
"16002","8600000US16002","16002","186997085","177571",-79.8573727570,40.8157669170
"50479","8600000US50479","50479","150183695","0",-93.4098797950,42.9394839930
"30238","8600000US30238","30238","43744532","392051",-84.3816542310,33.4943100630
"46321","8600000US46321","46321","19596548","189077",-87.5036635150,41.5468059530
"32304","8600000US32304","32304","40588381","390223",-84.3515787740,30.4536197390
"50482","8600000US50482","50482","74538651","6627470",-93.4786738700,43.1157255950
"54428","8600000US54428","54428","169095492","10783737",-89.1476634870,45.4325550720
"25812","8600000US25812","25812","48798479","359076",-81.1124811070,38.1557120670
"25132","8600000US25132","25132","47169224","9284",-81.3403377300,38.3003953070
"53582","8600000US53582","53582","88598609","60134",-89.9917790010,43.0183569900
"54846","8600000US54846","54846","81060969","169695",-90.7210784290,46.3791718440
"55359","8600000US55359","55359","108547907","9366816",-93.7012507650,45.0050314890
"01603","8600000US01603","01603","11692457","340394",-71.8444399220,42.2440670290
"66091","8600000US66091","66091","155811996","1816513",-95.3237346840,38.1739742990
"18831","8600000US18831","18831","75558368","718699",-76.6008554890,41.8911992080
"15410","8600000US15410","15410","27406354","592100",-79.9051985500,39.9145669340
"16740","8600000US16740","16740","109598889","255067",-78.5709081920,41.7040221150
"60178","8600000US60178","60178","179562861","1416031",-88.6689575960,42.0063728930
"48216","8600000US48216","48216","5747743","0",-83.0786886430,42.3265336200
"46323","8600000US46323","46323","16035101","80512",-87.4532831200,41.5896696060
"40979","8600000US40979","40979","6447160","26167",-83.5065114830,37.0075624770
"40983","8600000US40983","40983","48932590","75792",-83.7666249950,37.3329654810
"53203","8600000US53203","53203","1162353","62387",-87.9161066770,43.0386280430
"26257","8600000US26257","26257","49381857","0",-80.0036180790,38.9191974540
"54985","8600000US54985","54985","261912","0",-88.5185193360,44.0751661700
"23307","8600000US23307","23307","20180523","290825",-75.8730646790,37.4336875480
"02760","8600000US02760","02760","46498000","1327303",-71.3358515270,41.9700622210
"48367","8600000US48367","48367","60778284","2475579",-83.1414505940,42.8428333560
"56043","8600000US56043","56043","52359753","8139",-93.2232358920,43.6483103440
"66216","8600000US66216","66216","20231064","162559",-94.7411489010,39.0138367430
"67861","8600000US67861","67861","1530545017","61987",-101.3851873300,38.4722109230
"01119","8600000US01119","01119","9194299","241735",-72.5112141690,42.1245507520
"51525","8600000US51525","51525","156765098","1522739",-95.4164363240,41.2338115670
"29939","8600000US29939","29939","27934637","0",-81.2440309820,32.6725002200
"57071","8600000US57071","57071","308905147","3991801",-96.9606351170,44.2735141210
"37086","8600000US37086","37086","67582828","490352",-86.5589047180,36.0213446140
"76660","8600000US76660","76660","92002181","819068",-96.9023528170,31.9242957990
"38007","8600000US38007","38007","5192255","0",-89.4270653480,36.1594912740
"24558","8600000US24558","24558","243048620","2959143",-78.9541345700,36.7742185050
"23669","8600000US23669","23669","32283009","5217328",-76.3394395990,37.0497325000
"23894","8600000US23894","23894","83786378","146962",-77.8179443700,37.1261908920
"24435","8600000US24435","24435","80996072","67368",-79.3030577390,37.8720470550
"05761","8600000US05761","05761","98522840","158622",-73.1495170350,43.3622319400
"45840","8600000US45840","45840","434307490","4350327",-83.6520997640,41.0253700670
"45135","8600000US45135","45135","182575014","59068",-83.5442583790,39.3460893030
"45249","8600000US45249","45249","16961743","66228",-84.3280058080,39.2754621530
"76955","8600000US76955","76955","125691594","0",-100.1527427300,31.2895505570
"78650","8600000US78650","78650","173539551","488366",-97.2184019790,30.2993759100
"78258","8600000US78258","78258","41112458","17973",-98.4960264160,29.6337175060
"43506","8600000US43506","43506","263292084","864371",-84.5562162950,41.4663043130
"43527","8600000US43527","43527","136154245","41927",-84.1600644860,41.2504926530
"44131","8600000US44131","44131","41649575","306019",-81.6524192780,41.3828456360
"43730","8600000US43730","43730","120149618","671410",-82.0972527160,39.6243283900
"97136","8600000US97136","97136","52901178","9591542",-123.9160862700,45.6243911670
"17246","8600000US17246","17246","4213929","0",-77.6608623820,40.0544439300
"18616","8600000US18616","18616","143221399","541800",-76.6237214340,41.5096549730
"44706","8600000US44706","44706","48121218","0",-81.4186262200,40.7534979870
"57329","8600000US57329","57329","165516686","378893",-98.1539521530,42.9794857700
"57365","8600000US57365","57365","160003483","24672415",-99.4164078660,43.8117529050
"75410","8600000US75410","75410","213029986","30646713",-95.6345579870,32.7910169930
"77969","8600000US77969","77969","74692807","1854152",-96.6511789760,28.7724463670
"45744","8600000US45744","45744","140904666","2587074",-81.5040856860,39.5376747990
"43316","8600000US43316","43316","186389155","162656",-83.3808035350,40.9541586870
"44048","8600000US44048","44048","78808372","109938",-80.6455668960,41.8462457080
"15330","8600000US15330","15330","116595076","63766",-80.0945213560,40.1802632480
"15558","8600000US15558","15558","94122744","45121",-79.1115698750,39.7501562520
"16671","8600000US16671","16671","6322529","17598",-78.4020451360,40.7941167350
"57445","8600000US57445","57445","662934226","236357",-98.1190090060,45.4610652170
"38120","8600000US38120","38120","24990171","34564",-89.8521958640,35.1235240410
"57533","8600000US57533","57533","1054533055","22532423",-99.4317689550,43.3741575960
"57025","8600000US57025","57025","343271061","5785785",-96.6920003400,42.7273366890
"78609","8600000US78609","78609","60788623","32525412",-98.4487532540,30.7631341120
"43071","8600000US43071","43071","87898272","784242",-82.3582107980,40.1842380010
"44085","8600000US44085","44085","130613233","859634",-80.8709018630,41.6052564580
"45339","8600000US45339","45339","37002852","621396",-84.3424922120,40.0091454260
"45420","8600000US45420","45420","16031129","68080",-84.1306032510,39.7195346770
"16248","8600000US16248","16248","134934610","2723589",-79.5053548630,41.0348588820
"15542","8600000US15542","15542","84774164","0",-79.0715415800,39.8756919370
"15663","8600000US15663","15663","2543195","0",-79.6792303820,40.2518041970
"37220","8600000US37220","37220","19278078","302117",-86.7808759500,36.0672837050
"37138","8600000US37138","37138","45964640","8668865",-86.6194123820,36.2466816570
"38355","8600000US38355","38355","97170443","102280",-88.7675403410,35.7869084100
"76367","8600000US76367","76367","513822330","8237564",-98.7227942150,33.9743073650
"76491","8600000US76491","76491","327794128","791440",-99.0505211140,33.0348694990
"84084","8600000US84084","84084","19992237","0",-111.9646382000,40.6228873700
"44138","8600000US44138","44138","35646540","0",-81.9232591260,41.3736219850
"43228","8600000US43228","43228","52430970","463188",-83.1259917170,39.9648163020
"44301","8600000US44301","44301","9153296","144924",-81.5244951950,41.0438615670
"45345","8600000US45345","45345","56344405","0",-84.4074677750,39.7378055340
"43523","8600000US43523","43523","3552266","0",-83.9892190280,41.3370694620
"45646","8600000US45646","45646","40594145","186873",-83.3229390460,39.0767633690
"17981","8600000US17981","17981","70921771","94288",-76.3904723770,40.6343486150
"15771","8600000US15771","15771","86597245","444536",-78.9892111840,40.8308517850
"17037","8600000US17037","17037","63930162","107683",-77.4203165530,40.4339108470
"19390","8600000US19390","19390","67625744","365656",-75.8400884420,39.8328955180
"38461","8600000US38461","38461","181336479","0",-87.3419578520,35.5930079090
"37663","8600000US37663","37663","68753735","3136961",-82.4862865480,36.4657043140
"57214","8600000US57214","57214","10702315","0",-97.2048126660,44.5019783760
"57317","8600000US57317","57317","402635830","23045810",-98.9806591980,43.1262486400
"37687","8600000US37687","37687","218357876","272770",-82.0991223580,36.1800426130
"74001","8600000US74001","74001","15542183","122085",-96.0797952190,36.4972688390
"73165","8600000US73165","73165","103533853","11012366",-97.3572814330,35.3438300020
"73443","8600000US73443","73443","136439400","236487",-97.2962183730,34.1643715940
"74801","8600000US74801","74801","197067038","4337016",-96.9687542050,35.3162845650
"17060","8600000US17060","17060","65157006","128384",-77.8966956720,40.4678861830
"16914","8600000US16914","16914","195876075","966616",-76.7824192760,41.8637706810
"37912","8600000US37912","37912","28065567","0",-83.9848235980,36.0075353930
"38001","8600000US38001","38001","175601321","30454",-89.1565848600,35.8109384820
"84744","8600000US84744","84744","99888045","28510",-111.8986348700,38.5804874030
"84638","8600000US84638","84638","120985234","3614932",-112.2635925600,39.4996227860
"74085","8600000US74085","74085","241068417","1352371",-96.7151294760,36.1103894020
"73010","8600000US73010","73010","468550903","2929083",-97.6784347300,35.1061994100
"73520","8600000US73520","73520","27450238","134072",-97.9811764480,34.2528082570
"18834","8600000US18834","18834","171936159","2074237",-75.7143153490,41.8434992920
"16352","8600000US16352","16352","33168304","0",-79.0384712230,41.7671919330
"16678","8600000US16678","16678","117587991","3082692",-78.2381746760,40.2237813470
"37178","8600000US37178","37178","117316983","16361",-87.7842166520,36.3231866180
"38133","8600000US38133","38133","32793110","0",-89.7942609440,35.2129369680
"57237","8600000US57237","57237","245948704","6055893",-96.5169350060,44.7947798830
"37028","8600000US37028","37028","41632378","5963042",-87.8594641270,36.6286467210
"84730","8600000US84730","84730","28697076","53190",-112.0050898800,38.7361811910
"05482","8600000US05482","05482","63401344","2014059",-73.2095707760,44.3850862780
"05824","8600000US05824","05824","134099391","5557422",-71.8614605640,44.4368032670
"05736","8600000US05736","05736","15511274","185264",-73.0095290580,43.6146119810
"74365","8600000US74365","74365","185581056","16394139",-95.0675492460,36.2962205910
"73555","8600000US73555","73555","51360470","171745",-98.9630064430,34.5017390270
"73756","8600000US73756","73756","213195775","1228004",-98.1302991930,35.9817080420
"15698","8600000US15698","15698","3914186","42923",-79.6894633010,40.2163948440
"97462","8600000US97462","97462","534683575","5997192",-123.3829675800,43.4863378930
"97722","8600000US97722","97722","1293687392","3564527",-118.6949676800,42.9508305050
"17959","8600000US17959","17959","23361419","4630",-76.1445890790,40.7332883090
"02857","8600000US02857","02857","108120157","10464911",-71.6320284670,41.8293082360
"02826","8600000US02826","02826","6470179","86972",-71.6370549790,41.9739825060
"02893","8600000US02893","02893","20324074","602099",-71.5153806220,41.6984918100
"02909","8600000US02909","02909","8954657","70852",-71.4514167010,41.8202867960
"57632","8600000US57632","57632","524689966","2682890",-100.0395826200,45.8366179780
"57650","8600000US57650","57650","168010983","338203",-103.0224237800,45.8384794070
"76666","8600000US76666","76666","42418420","472634",-96.9173678400,32.0440330100
"78726","8600000US78726","78726","28204417","0",-97.8420611990,30.4294938280
"05201","8600000US05201","05201","241102392","908477",-73.1414839750,42.8810523990
"24101","8600000US24101","24101","143708856","4286483",-79.7995903070,37.1762173880
"97229","8600000US97229","97229","53269189","13524",-122.8099809700,45.5506103120
"97147","8600000US97147","97147","1812928","263065",-123.8821474500,45.6887913960
"97068","8600000US97068","97068","58185064","3394895",-122.6692931700,45.3530283640
"19154","8600000US19154","19154","16422167","163243",-74.9816441890,40.0950631800
"29414","8600000US29414","29414","90801923","3625776",-80.0883369370,32.8380187390
"29605","8600000US29605","29605","66249211","453866",-82.3801540060,34.7753083300
"78942","8600000US78942","78942","532326535","2307366",-96.9222090300,30.1690094170
"75791","8600000US75791","75791","99806260","6807571",-95.2205404060,32.2216629530
"76628","8600000US76628","76628","24011571","109725",-96.9522198640,32.0314397340
"05478","8600000US05478","05478","156621165","1521236",-73.0811583320,44.8096773110
"24112","8600000US24112","24112","392877907","2226618",-79.8442680350,36.7272911330
"22530","8600000US22530","22530","3896614","1444906",-76.2806115250,37.9010156890
"20171","8600000US20171","20171","31324994","189466",-77.3981470100,38.9236038390
"17026","8600000US17026","17026","58157220","92861",-76.4285096220,40.4620215590
"16333","8600000US16333","16333","16967117","808",-78.9285575170,41.7034484630
"15775","8600000US15775","15775","8961323","14751",-78.7818189300,40.6272602370
"16142","8600000US16142","16142","108634006","261778",-80.3390100030,41.1405592280
"29032","8600000US29032","29032","204589682","787930",-80.4555563760,34.3408320330
"29172","8600000US29172","29172","65114588","1168700",-81.0721136180,33.9074915130
"79908","8600000US79908","79908","50524836","0",-106.3803806500,31.8571910450
"77013","8600000US77013","77013","22688478","213783",-95.2381967260,29.7954690040
"78226","8600000US78226","78226","18497621","39194",-98.5690945100,29.3837402700
"76085","8600000US76085","76085","165385433","533004",-97.7007761560,32.8502846910
"05853","8600000US05853","05853","77634617","7513363",-71.9665151990,44.8947439690
"24162","8600000US24162","24162","120801625","408884",-80.2577715010,37.1378689220
"23117","8600000US23117","23117","354525637","17782936",-77.8750104690,37.9799986560
"17038","8600000US17038","17038","186604333","98905",-76.5461054450,40.4692966490
"15228","8600000US15228","15228","8134233","0",-80.0441618810,40.3707209620
"17339","8600000US17339","17339","72674330","245721",-76.8838292790,40.1350719380
"15760","8600000US15760","15760","4079594","0",-78.8001701690,40.6483365630
"29404","8600000US29404","29404","13169472","48587",-80.0502310370,32.8986469180
"29320","8600000US29320","29320","1405752","840",-81.9936211700,34.9586798960
"29519","8600000US29519","29519","11120047","0",-79.3598010520,34.0186484300
"29065","8600000US29065","29065","62561953","10643772",-81.2935726930,34.2852311830
"57369","8600000US57369","57369","1148518235","66167325",-98.9479345190,43.4250657610
"75098","8600000US75098","75098","85334402","20374008",-96.5348040090,33.0119116790
"76823","8600000US76823","76823","290952133","894091",-99.1599253680,31.7011962280
"76887","8600000US76887","76887","150964713","1525868",-99.1605771210,31.0126562780
"23060","8600000US23060","23060","39317947","407024",-77.5333689460,37.6598591070
"20151","8600000US20151","20151","40146050","351268",-77.4448153000,38.8958061540
"22303","8600000US22303","22303","3757993","112083",-77.0784836300,38.7933538260
"22172","8600000US22172","22172","32696852","437320",-77.3648589990,38.5670925950
"24132","8600000US24132","24132","30363364","907013",-80.6497956670,37.2102072620
"16826","8600000US16826","16826","8484993","0",-77.5950216640,41.0641977860
"16329","8600000US16329","16329","21283443","1854011",-79.2645065080,41.8099687000
"17532","8600000US17532","17532","54906922","7199842",-76.2962326010,39.8535231430
"15147","8600000US15147","15147","26216736","853793",-79.8272895980,40.4971827580
"57018","8600000US57018","57018","211711045","3881206",-96.9827527300,43.7980422630
"57006","8600000US57006","57006","402787019","4414464",-96.7963373150,44.3152546290
"57319","8600000US57319","57319","380342147","3224195",-97.4828305440,43.5360476110
"57792","8600000US57792","57792","633682511","802462",-102.4163613500,44.5391869160
"75032","8600000US75032","75032","132884912","21657956",-96.4276411960,32.8550352650
"76140","8600000US76140","76140","72169302","358214",-97.2701048270,32.6205959680
"77477","8600000US77477","77477","27143212","170961",-95.5667236280,29.6256906430
"78576","8600000US78576","78576","99551490","8234",-98.4760382970,26.3071431100
"76059","8600000US76059","76059","7112347","36597",-97.3268351740,32.3925260960
"84752","8600000US84752","84752","85672283","4010744",-112.8906846000,38.2089928060
"84521","8600000US84521","84521","148348420","1481523",-110.7818489600,39.4215655190
"05143","8600000US05143","05143","245690571","1043537",-72.6321155010,43.2701069850
"16412","8600000US16412","16412","207446935","1664202",-80.1663394700,41.8832311190
"18222","8600000US18222","18222","97252163","650526",-76.0004973350,41.0350424300
"15116","8600000US15116","15116","20902014","0",-79.9504660150,40.5390758250
"15777","8600000US15777","15777","2906492","0",-78.9654028770,40.6938305180
"57465","8600000US57465","57465","399376816","2878833",-98.6810016320,45.1421945670
"57566","8600000US57566","57566","452209371","1152946",-101.0930054600,43.3246468310
"57787","8600000US57787","57787","1521447231","2376859",-102.6554715500,44.6820592630
"79541","8600000US79541","79541","408522075","809710",-99.8149756260,32.1530499820
"77362","8600000US77362","77362","21379550","32665",-95.6683224800,30.1582546800
"78410","8600000US78410","78410","59187868","908862",-97.5965600770,27.8384853620
"24637","8600000US24637","24637","73714971","545861",-81.7033089120,37.0587328220
"05777","8600000US05777","05777","124934053","171812",-73.0564760670,43.5581689410
"18325","8600000US18325","18325","111459136","1792282",-75.2200015770,41.2139700940
"19512","8600000US19512","19512","112155533","511791",-75.6794169390,40.3484918150
"15243","8600000US15243","15243","7789885","6712",-80.0730901980,40.3748006930
"43023","8600000US43023","43023","134303545","847156",-82.5318220780,40.0752166060
"58031","8600000US58031","58031","413443499","1404863",-97.6807711480,46.7630275100
"58795","8600000US58795","58795","524126022","10674608",-103.1588075600,48.6432854210
"58261","8600000US58261","58261","366604394","3694282",-97.3118611860,48.2397916120
"77034","8600000US77034","77034","35581364","605315",-95.1924418370,29.6175111620
"76641","8600000US76641","76641","194432142","8624182",-96.7948911670,32.0344908730
"76578","8600000US76578","76578","194365745","2510352",-97.2378975990,30.5361436780
"78951","8600000US78951","78951","5570466","0",-96.8244086880,29.5872881600
"05156","8600000US05156","05156","156299620","1068109",-72.4702939290,43.3057735820
"05452","8600000US05452","05452","107559814","1236040",-73.0623847630,44.5241400620
"84024","8600000US84024","84024","20319740","0",-111.4473421600,41.0076479170
"15521","8600000US15521","15521","92166467","10522",-78.6350044170,40.1991327120
"15864","8600000US15864","15864","94709405","494875",-79.1981858030,41.1023585470
"15351","8600000US15351","15351","2826251","340949",-79.9280795940,39.8809694020
"15009","8600000US15009","15009","63554309","3635425",-80.3654319730,40.6979657110
"58214","8600000US58214","58214","178743984","0",-97.4996929640,47.9246099630
"58572","8600000US58572","58572","448050047","875306",-100.3364818000,46.8563938890
"58345","8600000US58345","58345","355353896","11330477",-98.3694612210,48.3053876660
"58262","8600000US58262","58262","46327168","0",-97.8763606260,48.6821900250
"78066","8600000US78066","78066","66165238","336705",-98.8956020120,29.4794040230
"76836","8600000US76836","76836","99099084","593089",-99.5560067280,31.4260658360
"78727","8600000US78727","78727","22190811","879",-97.7174282310,30.4294964210
"79358","8600000US79358","79358","281145975","25124",-102.1913481100,33.4388428970
"76201","8600000US76201","76201","14448741","81984",-97.1472296240,33.2211180540
"44202","8600000US44202","44202","78460910","3180894",-81.3398204830,41.3149833480
"44614","8600000US44614","44614","58110365","753898",-81.5862407210,40.8870629010
"43606","8600000US43606","43606","16889973","7446",-83.6108397620,41.6717667960
"44444","8600000US44444","44444","110486786","909952",-80.9752310300,41.1734586550
"17724","8600000US17724","17724","290315038","1293147",-76.8038946020,41.6417676640
"16426","8600000US16426","16426","70133438","297885",-80.1422274890,41.9796507940
"16024","8600000US16024","16024","611589","0",-80.0384586430,40.7425932410
"16230","8600000US16230","16230","2653945","154328",-79.2782016660,41.0209900560
"58852","8600000US58852","58852","898836265","52482679",-102.9536454900,48.3567152320
"58416","8600000US58416","58416","445804332","9736111",-98.3501957790,47.5415330820
"79925","8600000US79925","79925","44098194","45413",-106.3633144900,31.7977245940
"79104","8600000US79104","79104","9927918","111504",-101.7886563200,35.2027778280
"76105","8600000US76105","76105","14428859","0",-97.2693909230,32.7240563910
"75669","8600000US75669","75669","163332820","3882180",-94.5639470990,32.0337607580
"45327","8600000US45327","45327","124365406","36219",-84.3998655450,39.6325168600
"43213","8600000US43213","43213","23364713","235257",-82.8673978740,39.9689521410
"45365","8600000US45365","45365","415484769","2068764",-84.1595199800,40.2842475490
"44512","8600000US44512","44512","44612935","443721",-80.6677636620,41.0249932060
"15052","8600000US15052","15052","45179155","194961",-80.4396406790,40.6699251840
"17212","8600000US17212","17212","91273815","6256",-78.0645115550,39.8126960100
"15490","8600000US15490","15490","24869944","0",-79.4543520030,40.0723685050
"17850","8600000US17850","17850","842959","0",-76.8575003720,40.9658009560
"58351","8600000US58351","58351","453114316","7703683",-99.2791257290,48.0986771260
"44628","8600000US44628","44628","99749022","374248",-82.1644874520,40.5371394430
"16334","8600000US16334","16334","14090075","4255",-79.4552066300,41.2910793970
"12060","8600000US12060","12060","89364581","342456",-73.4941822360,42.4167580400
"12061","8600000US12061","12061","52132876","292712",-73.6556695710,42.5981976240
"18517","8600000US18517","18517","10859596","0",-75.7136547500,41.3946134460
"14736","8600000US14736","14736","13534656","0",-79.7461126090,42.1408861550
"18519","8600000US18519","18519","6235662","0",-75.6307300000,41.4619417700
"18602","8600000US18602","18602","5020633","252580",-75.7552109100,41.1876516910
"14738","8600000US14738","14738","170434275","583040",-79.0603350810,42.0454769740
"14572","8600000US14572","14572","193554488","830473",-77.5709908350,42.5653570830
"14590","8600000US14590","14590","174903092","2981414",-76.8272198870,43.2422772540
"41056","8600000US41056","41056","362608464","12270656",-83.7784700760,38.6000716480
"41059","8600000US41059","41059","35351907","5983915",-84.3481674130,39.0075256190
"50569","8600000US50569","50569","54375018","514691",-94.1388015080,42.4030317130
"12062","8600000US12062","12062","75007616","643940",-73.5080731530,42.5309980490
"12064","8600000US12064","12064","29600949","35429",-74.6573010360,42.6143428170
"12068","8600000US12068","12068","79783052","1790139",-74.4090294930,42.9554648590
"14740","8600000US14740","14740","67466591","12952",-79.1840624290,42.2195822400
"14741","8600000US14741","14741","159498081","137638",-78.5982403600,42.2177241830
"14743","8600000US14743","14743","112522252","78914",-78.4051573100,42.2029518740
"14591","8600000US14591","14591","104664844","64307",-78.0983472870,42.8319661030
"14608","8600000US14608","14608","4530260","216426",-77.6238193960,43.1536210220
"18430","8600000US18430","18430","4607169","18050",-75.4740323320,41.7481109290
"14609","8600000US14609","14609","18792416","2113829",-77.5527558750,43.1775292040
"14610","8600000US14610","14610","11220866","120823",-77.5454934190,43.1426176290
"41063","8600000US41063","41063","93510499","1667261",-84.4976955640,38.8479256340
"55417","8600000US55417","55417","14157626","1455616",-93.2307761140,44.9040903450
"12071","8600000US12071","12071","23912246","0",-74.4226552210,42.5526775970
"16345","8600000US16345","16345","231070362","7686241",-79.0719603810,41.9519638000
"16347","8600000US16347","16347","266382057","16620",-79.0607851380,41.6470835250
"14747","8600000US14747","14747","112739660","341951",-79.0913402060,42.1540077160
"18612","8600000US18612","18612","139594067","3163654",-75.9833272600,41.3493811390
"18433","8600000US18433","18433","71756607","1011616",-75.5882067000,41.5744918330
"18435","8600000US18435","18435","25681143","1379423",-75.0023750290,41.4891347160
"18437","8600000US18437","18437","30667035","860873",-75.3063626830,41.8677855280
"30294","8600000US30294","30294","83806535","743383",-84.2637431220,33.6363259410
"12074","8600000US12074","12074","92324075","2225324",-74.0444977580,43.0503824570
"16351","8600000US16351","16351","257430648","4585622",-79.3599095970,41.6782621650
"18615","8600000US18615","18615","47459634","1344283",-75.8572514100,41.4618486550
"14779","8600000US14779","14779","291889424","3003534",-78.7777629410,42.1064457100
"14784","8600000US14784","14784","74978431","839751",-79.3806341380,42.3153009820
"14617","8600000US14617","14617","19910977","1084895",-77.5936305990,43.2250814040
"14620","8600000US14620","14620","11599290","232806",-77.6051813520,43.1289200610
"14621","8600000US14621","14621","10679001","283056",-77.6037147100,43.1897032590
"18446","8600000US18446","18446","131489452","1730288",-75.7570508890,41.6450112160
"41064","8600000US41064","41064","221612024","413455",-84.0597272890,38.5106291090
"30295","8600000US30295","30295","113065704","2154485",-84.3126392310,33.0945589300
"71851","8600000US71851","71851","218288815","7896726",-93.9423845120,33.8565426990
"38462","8600000US38462","38462","513490932","613324",-87.5516102790,35.5311018470
"99689","8600000US99689","99689","535798517","63079762",-139.4880070800,59.5211448320
"12077","8600000US12077","12077","26122479","1025927",-73.7840912630,42.5943707120
"12083","8600000US12083","12083","111677796","1265230",-74.0266403810,42.4303007120
"12086","8600000US12086","12086","15690433","155060",-74.1067065170,42.9972014480
"14801","8600000US14801","14801","281414447","1049221",-77.2886122060,42.0968766910
"14804","8600000US14804","14804","144718768","232122",-77.8488575640,42.3171732060
"18660","8600000US18660","18660","110054193","3938557",-76.0649278280,41.1038699460
"14622","8600000US14622","14622","11914568","2489891",-77.5539892780,43.2138563450
"14623","8600000US14623","14623","49431630","974823",-77.6424351090,43.0884809560
"18453","8600000US18453","18453","130926487","3355285",-75.3620269550,41.7545628240
"46391","8600000US46391","46391","104277715","185530",-86.9149810670,41.5454048000
"30296","8600000US30296","30296","27121301","420681",-84.4429669440,33.5636752850
"41073","8600000US41073","41073","2430421","493999",-84.4791257880,39.1019542250
"50575","8600000US50575","50575","163396231","0",-94.7005109500,42.5603811470
"60407","8600000US60407","60407","30952095","364868",-88.2693034530,41.2305557750
"50576","8600000US50576","50576","93036823","0",-95.1752811510,42.8032640270
"12087","8600000US12087","12087","50993549","659848",-73.8978048830,42.4324875300
"12090","8600000US12090","12090","147699413","25125",-73.3553161620,42.8802175850
"14818","8600000US14818","14818","96604834","14142",-76.8188527660,42.4480832420
"18701","8600000US18701","18701","1384070","0",-75.8848725150,41.2437391520
"14823","8600000US14823","14823","200848544","44261",-77.5537510130,42.2485990270
"18456","8600000US18456","18456","12290436","949919",-75.3443308780,41.6262739210
"18458","8600000US18458","18458","141041680","5303151",-74.9163368010,41.4092582670
"18462","8600000US18462","18462","69474033","1303404",-75.4223038100,41.9074857550
"18463","8600000US18463","18463","7391381","85373",-75.4033547620,41.3492093290
"46393","8600000US46393","46393","3873711","0",-87.1775960500,41.5082344930
"30303","8600000US30303","30303","2702800","0",-84.3899709790,33.7531856170
"30305","8600000US30305","30305","16673368","72891",-84.3889101640,33.8356479990
"50579","8600000US50579","50579","355386427","3692227",-94.6385602560,42.3940457890
"20658","8600000US20658","20658","7793940","14245",-77.1613614070,38.5634802760
"20036","8600000US20036","20036","862180","0",-77.0415748010,38.9070872610
"20373","8600000US20373","20373","935789","1808",-77.0080537210,38.8583887410
"12095","8600000US12095","12095","157057721","836286",-74.4041854200,43.0270156210
"12106","8600000US12106","12106","37746212","103963",-73.7112811370,42.3889161570
"16402","8600000US16402","16402","57294371","90102",-79.4656445000,41.9579069570
"50581","8600000US50581","50581","245993537","728965",-94.5430745590,42.8479901000
"30307","8600000US30307","30307","11822185","13860",-84.3339823840,33.7707062600
"32350","8600000US32350","32350","132570996","2168117",-83.3229981000,30.5869962500
"60409","8600000US60409","60409","19273106","322264",-87.5509738800,41.6131010350
"48307","8600000US48307","48307","39738343","149229",-83.1232017640,42.6595408320
"18464","8600000US18464","18464","31168303","647094",-75.1787250120,41.4032636900
"14626","8600000US14626","14626","35310531","116976",-77.7138185760,43.2143044510
"18471","8600000US18471","18471","7156863","6853",-75.6922238880,41.5283429860
"18503","8600000US18503","18503","1199212","0",-75.6676651380,41.4112146380
"07039","8600000US07039","07039","35766978","865335",-74.3289960490,40.7854918240
"20662","8600000US20662","20662","147925772","25017481",-77.2018245800,38.4351549100
"20664","8600000US20664","20664","106495350","14123467",-76.9215296660,38.3525190160
"07043","8600000US07043","07043","6709046","1990",-74.2004227960,40.8442937090
"12110","8600000US12110","12110","38038502","1164386",-73.7767023560,42.7531629730
"12118","8600000US12118","12118","81777312","3607948",-73.7213796350,42.9168361560
"12120","8600000US12120","12120","45352930","162006",-74.1442448870,42.4514087740
"14813","8600000US14813","14813","157493750","420847",-77.9910763490,42.2479458420
"14814","8600000US14814","14814","22293849","761146",-76.9527325470,42.1500175980
